id,text,label,sentiment,domain,split
4620,犯罪映画はテンポが悪く、かなり不満が残った。,0,低評価,映画,train
4621,動画アプリは広告の少なさが安定していて、ストレスなく使えた。,1,高評価,アプリ,train
4622,モニターは静音性が良く、かなり十分満足している。,1,高評価,EC商品,train
4623,最初の印象では、スピーカーを使ってみたが、耐久性が期待以上だった。,1,高評価,EC商品,train
4624,何度か利用してみた。清掃が全く使えないわけではないが、リゾートホテルを高く評価するほどではない。,0,低評価,ホテル,train
4625,デザインに不満があり、家計簿アプリを選んだのは失敗だった。,0,低評価,アプリ,train
4626,今回初めて利用した。スマートフォンは使いやすさもバッテリー持ちも非常に良かった。文句なしで高評価。,1,高評価,EC商品,test
4627,地図アプリのデザインは良くない。期待していただけに残念だった。,0,低評価,アプリ,train
4628,和風旅館は最初チェックインのスムーズさが良いと感じたが、使い続けるとフロント対応の問題が目立ち、評価は下がった。,0,低評価,ホテル,train
4629,映像には改善してほしい部分があるが、テンポはかなり良く、全体としては気に入った。,1,高評価,映画,test
4630,頑丈さは決して悪くなく、組み立て家具を選んで良かったと思う。,1,高評価,EC商品,train
4631,サスペンス映画は値段以上の価値を感じた。特に演出が素晴らしい。,1,高評価,映画,train
4632,演技には満足したものの、アクションが期待外れだったので音楽映画には低評価を付けたい。,0,低評価,映画,train
4633,青春映画は完璧ではなく伏線に難がある。それでも演技が優れていて満足度は高い。,1,高評価,映画,train
4634,マウスは組み立てやすさが良く、かなり気に入っている。,1,高評価,EC商品,validation
4635,バッグはコストパフォーマンスに良い点もあった。しかし組み立てやすさに問題があり、結果的にはおすすめしにくい。,0,低評価,EC商品,train
4636,最初の印象では、メニューの豊富さは少し悪かったものの、会計が期待以上だったのでカフェには高評価を付けたい。,1,高評価,飲食店,train
4637,今回初めて利用した。空港ホテルは期待外れ。アクセスと部屋の広さのどちらも使いにくく、がっかりした。,0,低評価,ホテル,test
4638,何度か利用してみた。デザインは決して悪くなく、収納棚を選んで良かったと思う。,1,高評価,EC商品,train
4639,民宿は期待外れ。朝食と防音のどちらも使いにくく、がっかりした。,0,低評価,ホテル,train
4640,SNSアプリは読み込み速度に良い点もあった。しかし機能の分かりやすさに問題があり、結果的にはおすすめしにくい。,0,低評価,アプリ,validation
4641,和風旅館は期待外れ。ベッドの快適さと朝食のどちらも使いにくく、がっかりした。,0,低評価,ホテル,test
4642,カレー店はドリンクに良い点もあった。しかし価格に問題があり、結果的にはおすすめしにくい。,0,低評価,飲食店,train
4643,チャットアプリは値段以上の価値を感じた。特にログインが素晴らしい。,1,高評価,アプリ,train
4644,しばらく利用した結果、香りには改善してほしい部分があるが、店内の清潔さはかなり良く、全体としては気に入った。,1,高評価,飲食店,train
4645,最初の印象では、防音には改善してほしい部分があるが、ベッドの快適さはかなり良く、全体としては気に入った。,1,高評価,ホテル,train
4646,ハンバーガー店のドリンクは良くない。期待していただけに残念だった。,0,低評価,飲食店,validation
4647,チェックアウトには改善してほしい部分があるが、館内設備はかなり良く、全体としては気に入った。,1,高評価,ホテル,train
4648,今回初めて利用した。演技には改善してほしい部分があるが、ストーリーはかなり良く、全体としては気に入った。,1,高評価,映画,train
4649,温泉旅館を使ってみたが、アクセスが期待以上だった。,1,高評価,ホテル,test
4650,最初の印象では、地図アプリは安くないのに、広告の少なさがこの程度では納得できない。,0,低評価,アプリ,train
4651,アクション映画は一見良さそうで演出も悪くない。それでも感情表現がひどく、次は選ばない。,0,低評価,映画,train
4652,SNSアプリは安くないのに、デザインがこの程度では納得できない。,0,低評価,アプリ,train
4653,今回初めて利用した。手触りが想像より悪く、収納棚には低評価を付けたい。,0,低評価,EC商品,train
4654,チェックインのスムーズさが想像より良く、リゾートには高評価を付けたい。,1,高評価,ホテル,train
4655,レスポンスは少し悪かったものの、読み込み速度が期待以上だったので学習アプリには高評価を付けたい。,1,高評価,アプリ,train
4656,ファミレスは立地は良かったが、雰囲気が悪く、総合的には満足できなかった。,0,低評価,飲食店,test
4657,迫力には満足したものの、キャラクターが期待外れだったのでコメディ映画には低評価を付けたい。,0,低評価,映画,train
4658,レビューを見て選んだが、寿司店は雰囲気もドリンクも非常に良かった。文句なしで高評価。,1,高評価,飲食店,train
4659,高級ホテルを使ってみたが、アクセスが期待以上だった。,1,高評価,ホテル,train
4660,一週間ほど試した。操作感に大きな不満はなく、バッグを選んで正解だった。,1,高評価,EC商品,test
4661,一週間ほど試した。温泉ホテルは期待に応えてくれなかった。眺めにも満足できない。,0,低評価,ホテル,train
4662,ボリュームが想像より良く、焼肉店には高評価を付けたい。,1,高評価,飲食店,test
4663,今回初めて利用した。ビジネスホテルはWi-Fiが悪く、かなり不満が残った。,0,低評価,ホテル,train
4664,最初の印象では、余韻が素晴らしく、さらに映像にも満足した。ドキュメンタリー映画をまた選びたい。,1,高評価,映画,train
4665,充電器は操作感は良かったが、手触りが悪く、総合的には不満が残った。,0,低評価,EC商品,train
4666,定食屋は香りが良く、かなり満足している。,1,高評価,飲食店,train
4667,和風旅館は期待外れ。浴場と眺めのどちらも使いにくく、がっかりした。,0,低評価,ホテル,train
4668,期待して購入した。世界観に問題があり、さらに音楽にも不満がある。ミステリー映画はもう選ばない。,0,低評価,映画,train
4669,今回初めて利用した。設定画面に不満があり、読書アプリを選んだのは失敗だった。,0,低評価,アプリ,train
4670,パン屋は立地で気になる点もあった。しかし食材の新鮮さが良く、結果的には買って良かった。,1,高評価,飲食店,train
4671,動画アプリのバッテリー消費は良くない。期待していただけに残念だった。,0,低評価,アプリ,train
4672,掃除機は安くないのに、デザインがこの程度では納得できない。,0,低評価,EC商品,train
4673,レビューを見て選んだが、世界観に大きな不満はなく、戦争映画を選んで正解だった。,1,高評価,映画,train
4674,温度に不満があり、イタリアンを選んだのは失敗だった。,0,低評価,飲食店,train
4675,地図アプリを使ってみたが、デザインが期待以上だった。,1,高評価,アプリ,test
4676,しばらく利用した結果、冒険映画はアクションが良く、かなり満足している。,1,高評価,映画,train
4677,ストーリーが想像より悪く、ドラマ映画には低評価を付けたい。,0,低評価,映画,train
4678,歴史映画は一見良さそうで演出も悪くない。それでもストーリーがひどく、次は選ばない。,0,低評価,映画,train
4679,今回初めて利用した。組み立てやすさが良くないというレビューもあったが、自分は充電器に満足している。,1,高評価,EC商品,train
4680,ビジネスホテルは空調に良い点もあった。しかし部屋の清潔さに問題があり、結果的にはおすすめしにくい。,0,低評価,ホテル,train
4681,定食屋は値段以上の価値を感じた。特にデザートが素晴らしい。,1,高評価,飲食店,train
4682,読書アプリは検索機能も設定画面も非常に良かった。文句なしで高評価。,1,高評価,アプリ,train
4683,入力のしやすさがとても良かったので、メモアプリをまた利用したい。,1,高評価,アプリ,train
4684,静音性は決して良いとは言えず、モニターには不満が残った。,0,低評価,EC商品,train
4685,浴場が想像より良く、駅前ホテルには高評価を付けたい。,1,高評価,ホテル,train
4686,店内の清潔さが想像より良く、中華料理店には高評価を付けたい。,1,高評価,飲食店,train
4687,バッテリー消費が残念だったので、翻訳アプリはもう利用したくない。,0,低評価,アプリ,train
4688,動作の安定性が残念だったので、マウスはもう利用したくない。,0,低評価,EC商品,train
4689,軽さは決して悪くなく、モニターを選んで良かったと思う。,1,高評価,EC商品,validation
4690,洋食店は香りも待ち時間も非常に良かった。文句なしで高評価。,1,高評価,飲食店,train
4691,ボリュームが悪くないというレビューもあったが、自分にはパン屋は合わなかった。,0,低評価,飲食店,train
4692,決済アプリを使ってみたが、起動速度が期待外れだった。,0,低評価,アプリ,train
4693,評判が良かったので試した。掃除機を使ってみたが、耐久性が期待外れだった。,0,低評価,EC商品,train
4694,清掃が想像より良く、リゾートには高評価を付けたい。,1,高評価,ホテル,validation
4695,評判が良かったので試した。注文のしやすさに不満があり、ケーキ店を選んだのは失敗だった。,0,低評価,飲食店,train
4696,冒険映画は値段に見合わない。特にキャラクターに問題があった。,0,低評価,映画,train
4697,宿泊施設はベッドの快適さが安定していて、ストレスなく使えた。,1,高評価,ホテル,validation
4698,最初の印象では、店内の清潔さは予想以上だったが、そのほかは提供の早さが使いにくく不満が残った。,0,低評価,飲食店,train
4699,反応速度には満足したものの、頑丈さが期待外れだったのでイヤホンには低評価を付けたい。,0,低評価,EC商品,train
4700,何度か利用してみた。構成は魅力的だったが、余韻がかなり残念で、全体としては満足できなかった。,0,低評価,映画,train
4701,期待して購入した。戦争映画は構成が良く、かなり十分満足している。,1,高評価,映画,train
4702,空調が残念だったので、海辺のホテルはもう利用したくない。,0,低評価,ホテル,train
4703,高級ホテルは立地に少し不満があったが、清掃は良く、総合的には満足している。,1,高評価,ホテル,train
4704,レビューを見て選んだが、バッグは梱包が安定していて、ストレスなく使えた。,1,高評価,EC商品,train
4705,イタリアンは料理の味も盛り付けも非常に良かった。文句なしで高評価。,1,高評価,飲食店,validation
4706,定食屋は席の広さに良い点もあった。しかし会計に問題があり、結果的にはおすすめしにくい。,0,低評価,飲食店,train
4707,伏線は魅力的だったが、声優がかなり残念で、全体としては満足できなかった。,0,低評価,映画,train
4708,コメディ映画を使ってみたが、テーマが期待外れだった。,0,低評価,映画,train
4709,音楽アプリは期待を裏切らなかった。機能の分かりやすさにも不満はない。,1,高評価,アプリ,train
4710,浴場が想像より悪く、ホテルには低評価を付けたい。,0,低評価,ホテル,train
4711,海辺のホテルのベッドの快適さは悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,ホテル,validation
4712,何度か利用してみた。キーボードは高くないわけではないが、音質を考えると納得できる。,1,高評価,EC商品,test
4713,予約アプリは操作性が安定していて、ストレスなく使えた。,1,高評価,アプリ,train
4714,梱包が全く使えないわけではないが、バッグを高く評価するほどではない。,0,低評価,EC商品,train
4715,最初の印象では、音楽が全く使えないわけではないが、戦争映画を高く評価するほどではない。,0,低評価,映画,train
4716,リゾートは清掃が不安定で、かなりストレスを感じた。,0,低評価,ホテル,test
4717,演出が少し悪くなっているところもあったが、そのほかは感情表現が良く使いやすい。,1,高評価,映画,validation
4718,何度か利用してみた。音質は少し悪かったものの、コストパフォーマンスが期待以上だったので椅子には高評価を付けたい。,1,高評価,EC商品,test
4719,Wi-Fiは決して悪くなく、和風旅館を選んで良かったと思う。,1,高評価,ホテル,validation
4720,健康管理アプリは機能の分かりやすさに少し不満があったが、読み込み速度は良く、総合的には満足している。,1,高評価,アプリ,train
4721,ケーブルは値段以上の価値を感じた。特に操作感が素晴らしい。,1,高評価,EC商品,train
4722,レビューを見て選んだが、ラストがとても良かったので、ホラー映画をまた利用したい。,1,高評価,映画,train
4723,ゲストハウスは値段に見合わない。特に静かさに問題があった。,0,低評価,ホテル,train
4724,サスペンス映画は最初テンポが良いと感じたが、使い続けると世界観の問題が目立ち、評価は下がった。,0,低評価,映画,train
4725,今回初めて利用した。民宿の立地は悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,ホテル,train
4726,アニメ映画は期待外れ。構成と映像のどちらも使いにくく、がっかりした。,0,低評価,映画,train
4727,一週間ほど試した。宿泊施設はベッドの快適さが不安定で、かなりストレスを感じた。,0,低評価,ホテル,train
4728,そば屋は一見良さそうで盛り付けも悪くない。それでも温度がひどく、次は選ばない。,0,低評価,飲食店,train
4729,期待して購入した。焼肉店は盛り付けが良く、かなり気に入っている。,1,高評価,飲食店,train
4730,今回初めて利用した。会話が少し悪くなっているところもあったが、そのほかは伏線が良く使いやすい。,1,高評価,映画,train
4731,イヤホンを使ってみたが、バッテリー持ちが期待以上だった。,1,高評価,EC商品,train
4732,組み立てやすさに大きな不満はなく、イヤホンを選んで正解だった。,1,高評価,EC商品,train
4733,レビューを見て選んだが、会話は決して良いとは言えず、アニメ映画には不満が残った。,0,低評価,映画,validation
4734,犯罪映画は安くないのに、映像がこの程度では納得できない。,0,低評価,映画,train
4735,SF映画は期待に応えてくれなかった。声優にも満足できない。,0,低評価,映画,train
4736,期待して購入した。ビュッフェは最初待ち時間が良いと感じたが、使い続けると雰囲気の問題が目立ち、評価は下がった。,0,低評価,飲食店,train
4737,温度がとても良かったので、回転寿司をまた利用したい。,1,高評価,飲食店,train
4738,検索機能がとても良かったので、メモアプリをまた利用したい。,1,高評価,アプリ,train
4739,民宿は高くないわけではないが、静かさを考えると納得できる。,1,高評価,ホテル,train
4740,会計がとても良かったので、洋食店をまた利用したい。,1,高評価,飲食店,train
4741,期待して購入した。ドラマ映画は値段以上の価値を感じた。特に感情表現が素晴らしい。,1,高評価,映画,train
4742,香りには満足したものの、スタッフの対応が期待外れだったので定食屋には低評価を付けたい。,0,低評価,飲食店,train
4743,演技に不満があり、ミステリー映画を選んだのは失敗だった。,0,低評価,映画,validation
4744,今回初めて利用した。ホテルは最初浴場が良いと感じたが、使い続けるとフロント対応の問題が目立ち、評価は下がった。,0,低評価,ホテル,train
4745,しばらく利用した結果、操作感は魅力的だったが、手触りがかなり残念で、全体としては満足できなかった。,0,低評価,EC商品,train
4746,実際に使ってみると、同期機能が全く使えないわけではないが、タスク管理アプリを高く評価するほどではない。,0,低評価,アプリ,validation
4747,ハンバーガー店は安くないのに、メニューの豊富さがこの程度では納得できない。,0,低評価,飲食店,train
4748,レビューを見て選んだが、コメディ映画は声優は良かったが、演技が悪く、総合的には不満が残った。,0,低評価,映画,train
4749,カプセルホテルを使ってみたが、清掃が期待外れだった。,0,低評価,ホテル,train
4750,メニューの豊富さに大きな不満はなく、洋食店を選んで正解だった。,1,高評価,飲食店,train
4751,期待して購入した。椅子は期待に応えてくれなかった。使いやすさにも満足できない。,0,低評価,EC商品,train
4752,今回初めて利用した。水筒は一見良さそうで音質も悪くない。それでも反応速度がひどく、次は選ばない。,0,低評価,EC商品,train
4753,カレンダーアプリを使ってみたが、読み込み速度が期待以上だった。,1,高評価,アプリ,train
4754,香りに不満があり、カフェを選んだのは失敗だった。,0,低評価,飲食店,train
4755,使い勝手は予想以上だったが、そのほかは操作性が使いにくく不満が残った。,0,低評価,アプリ,train
4756,アメニティが素晴らしく、さらに部屋の広さにも満足した。和風旅館をまた選びたい。,1,高評価,ホテル,train
4757,寿司店の接客は良くない。期待していただけに残念だった。,0,低評価,飲食店,train
4758,冒険映画は映像は良かったが、構成が悪く、総合的には満足できなかった。,0,低評価,映画,train
4759,タブレットを使ってみたが、頑丈さが期待以上だった。,1,高評価,EC商品,train
4760,実際に使ってみると、決済アプリは安くないのに、設定画面がこの程度では納得できない。,0,低評価,アプリ,train
4761,何度か利用してみた。短編映画は期待外れ。音楽と迫力のどちらも使いにくく、がっかりした。,0,低評価,映画,train
4762,アクションは少し悪かったものの、余韻が期待以上だったのでSF映画には高評価を付けたい。,1,高評価,映画,train
4763,アクセスには満足したものの、浴場が期待外れだったので温泉旅館には低評価を付けたい。,0,低評価,ホテル,train
4764,和風旅館を使ってみたが、静かさが期待以上だった。,1,高評価,ホテル,train
4765,洋食店は席の広さが悪く、かなり不満が残った。,0,低評価,飲食店,train
4766,何度か利用してみた。ケーキ店は接客が悪く、かなり満足できなかった。,0,低評価,飲食店,train
4767,テンポに問題があり、さらにテーマにも不満がある。犯罪映画はもう選ばない。,0,低評価,映画,test
4768,レビューを見て選んだが、温泉ホテルは静かさが良く、かなり満足している。,1,高評価,ホテル,train
4769,温度に大きな不満はなく、寿司店を選んで正解だった。,1,高評価,飲食店,train
4770,音楽アプリは広告の少なさも読み込み速度も非常に良かった。文句なしで高評価。,1,高評価,アプリ,train
4771,ストーリーは決して良いとは言えず、短編映画には不満が残った。,0,低評価,映画,train
4772,和風旅館は期待を裏切らなかった。部屋の広さにも不満はない。,1,高評価,ホテル,train
4773,レビューを見て選んだが、地図アプリは起動速度が不安定で、かなりストレスを感じた。,0,低評価,アプリ,train
4774,期待して購入した。掃除機は軽さが安定していて、ストレスなく使えた。,1,高評価,EC商品,train
4775,最初の印象では、検索精度が全く使えないわけではないが、学習アプリを高く評価するほどではない。,0,低評価,アプリ,train
4776,空港ホテルは立地が悪く、かなり不満が残った。,0,低評価,ホテル,train
4777,今回初めて利用した。ネジ穴の精度が少し悪くなっているところもあったが、そのほかは音質が良く使いやすい。,1,高評価,EC商品,train
4778,梱包が残念だったので、キーボードはもう利用したくない。,0,低評価,EC商品,train
4779,評判が良かったので試した。迫力が想像より良く、青春映画には高評価を付けたい。,1,高評価,映画,train
4780,実際に使ってみると、余韻が想像より悪く、アクション映画には低評価を付けたい。,0,低評価,映画,train
4781,評判が良かったので試した。山の旅館を使ってみたが、チェックアウトが期待以上だった。,1,高評価,ホテル,train
4782,そば屋は完璧ではなくスタッフの対応に難がある。それでも価格が優れていて満足度は高い。,1,高評価,飲食店,test
4783,通知機能は魅力的だったが、起動速度がかなり残念で、全体としては満足できなかった。,0,低評価,アプリ,train
4784,反応速度が悪くないというレビューもあったが、自分にはマウスは合わなかった。,0,低評価,EC商品,train
4785,決済アプリは期待以上。同期機能とデザインのどちらも使いやすく、とても気に入った。,1,高評価,アプリ,validation
4786,イヤホンは期待外れ。コストパフォーマンスと動作の安定性のどちらも使いにくく、がっかりした。,0,低評価,EC商品,train
4787,レビューを見て選んだが、収納棚は期待に応えてくれなかった。デザインにも満足できない。,0,低評価,EC商品,train
4788,実際に使ってみると、使い勝手は決して良いとは言えず、決済アプリにはかなり残念だった。,0,低評価,アプリ,validation
4789,収納棚は接続の安定性が安定していて、ストレスなく使えた。,1,高評価,EC商品,train
4790,一週間ほど試した。席の広さに不満があり、カレー店を選んだのは失敗だった。,0,低評価,飲食店,train
4791,スタッフの対応が全く使えないわけではないが、ステーキ店を高く評価するほどではない。,0,低評価,飲食店,train
4792,ベッドの快適さは決して良いとは言えず、駅前ホテルには納得できなかった。,0,低評価,ホテル,train
4793,動作速度が残念だったので、読書アプリはもう利用したくない。,0,低評価,アプリ,train
4794,地図アプリは完璧ではなく広告の少なさに難がある。それでもレスポンスが優れていて満足度は高い。,1,高評価,アプリ,train
4795,最初の印象では、掃除機は軽さが悪く、かなりかなり残念だった。,0,低評価,EC商品,train
4796,何度か利用してみた。接続の安定性が想像より悪く、デスクには低評価を付けたい。,0,低評価,EC商品,train
4797,テーマが想像より良く、音楽映画には高評価を付けたい。,1,高評価,映画,train
4798,期待して購入した。世界観がとても良かったので、SF映画をまた利用したい。,1,高評価,映画,train
4799,評判が良かったので試した。感情表現が残念だったので、SF映画はもう利用したくない。,0,低評価,映画,train
4800,組み立てやすさは魅力的だったが、手触りがかなり残念で、全体としては満足できなかった。,0,低評価,EC商品,train
4801,アクション映画は値段に見合わない。特にストーリーに問題があった。,0,低評価,映画,train
4802,評判が良かったので試した。民宿は値段以上の価値を感じた。特にWi-Fiが素晴らしい。,1,高評価,ホテル,validation
4803,組み立て家具を使ってみたが、ネジ穴の精度が期待外れだった。,0,低評価,EC商品,train
4804,スタッフの対応は予想以上だったが、そのほかはアクセスが使いにくく不満が残った。,0,低評価,ホテル,train
4805,学習アプリは値段に見合わない。特に検索機能に問題があった。,0,低評価,アプリ,train
4806,耐久性がとても良かったので、デスクをまた利用したい。,1,高評価,EC商品,validation
4807,今回初めて利用した。温泉旅館は清掃は良かったが、ベッドの快適さが悪く、総合的には不満が残った。,0,低評価,ホテル,train
4808,ビュッフェは最初注文のしやすさが良いと感じたが、使い続けると温度の問題が目立ち、評価は下がった。,0,低評価,飲食店,train
4809,しばらく利用した結果、そば屋は値段以上の価値を感じた。特に店内の清潔さが素晴らしい。,1,高評価,飲食店,train
4810,一週間ほど試した。予約アプリは一見良さそうで操作性も悪くない。それでも安定性がひどく、次は選ばない。,0,低評価,アプリ,train
4811,ベッドの快適さが少し悪くなっているところもあったが、そのほかは部屋の広さが良く使いやすい。,1,高評価,ホテル,train
4812,音楽に不満があり、SF映画を選んだのは失敗だった。,0,低評価,映画,train
4813,デザインが想像より悪く、地図アプリには低評価を付けたい。,0,低評価,アプリ,train
4814,レビューを見て選んだが、接客に問題があり、さらに温度にも不満がある。ビュッフェはもう選ばない。,0,低評価,飲食店,test
4815,空港ホテルは完璧ではなく浴場に難がある。それでも価格が優れていて満足度は高い。,1,高評価,ホテル,validation
4816,何度か利用してみた。ステーキ店は値段に見合わない。特に店内の清潔さに問題があった。,0,低評価,飲食店,train
4817,恋愛映画は演出に少し不満があったが、構成は良く、総合的には満足している。,1,高評価,映画,train
4818,待ち時間に不満があり、回転寿司を選んだのは失敗だった。,0,低評価,飲食店,train
4819,カプセルホテルはチェックアウトが良く、かなり満足している。,1,高評価,ホテル,train
4820,歴史映画はアクションが不安定で、かなりストレスを感じた。,0,低評価,映画,train
4821,立地に大きな不満はなく、中華料理店を選んで正解だった。,1,高評価,飲食店,train
4822,料理の味には満足したものの、会計が期待外れだったので洋食店には低評価を付けたい。,0,低評価,飲食店,train
4823,検索精度が残念だったので、決済アプリはもう利用したくない。,0,低評価,アプリ,train
4824,軽さが良くないというレビューもあったが、自分は電源タップに十分満足している。,1,高評価,EC商品,train
4825,焼肉店は香りは良かったが、待ち時間が悪く、総合的には満足できなかった。,0,低評価,飲食店,train
4826,家族向け映画を使ってみたが、ラストが期待外れだった。,0,低評価,映画,test
4827,何度か利用してみた。モニターは最初品質が良いと感じたが、使い続けるとデザインの問題が目立ち、評価は下がった。,0,低評価,EC商品,train
4828,評判が良かったので試した。工具セットはサイズ感が安定していて、ストレスなく使えた。,1,高評価,EC商品,train
4829,アクションが想像より良く、ドラマ映画には高評価を付けたい。,1,高評価,映画,train
4830,Wi-Fiが少し悪くなっているところもあったが、そのほかは浴場が良く使いやすい。,1,高評価,ホテル,train
4831,マウスは軽さが不安定で、かなりストレスを感じた。,0,低評価,EC商品,train
4832,接続の安定性には満足したものの、品質が期待外れだったので工具セットには低評価を付けたい。,0,低評価,EC商品,train
4833,検索精度には満足したものの、通知機能が期待外れだったのでナビアプリには低評価を付けたい。,0,低評価,アプリ,train
4834,空港ホテルは期待外れ。空調と静かさのどちらも使いにくく、がっかりした。,0,低評価,ホテル,train
4835,ラーメン店は価格が悪く、かなり不満が残った。,0,低評価,飲食店,train
4836,何度か利用してみた。回転寿司は期待外れ。スタッフの対応と雰囲気のどちらも使いにくく、がっかりした。,0,低評価,飲食店,train
4837,映像が残念だったので、犯罪映画はもう利用したくない。,0,低評価,映画,train
4838,コストパフォーマンスに不満があり、工具セットを選んだのは失敗だった。,0,低評価,EC商品,validation
4839,今回初めて利用した。予約アプリは入力のしやすさが不安定で、かなりストレスを感じた。,0,低評価,アプリ,train
4840,モニターは反応速度が安定していて、ストレスなく使えた。,1,高評価,EC商品,train
4841,ドリンクが悪くないというレビューもあったが、自分にはケーキ店は合わなかった。,0,低評価,飲食店,train
4842,実際に使ってみると、テーマが少し悪くなっているところもあったが、そのほかは映像が良く使いやすい。,1,高評価,映画,train
4843,評判が良かったので試した。スピーカーは値段に見合わない。特に使いやすさに問題があった。,0,低評価,EC商品,train
4844,レビューを見て選んだが、立地が想像より悪く、ハンバーガー店には低評価を付けたい。,0,低評価,飲食店,train
4845,最初の印象では、アクセスが素晴らしく、さらにフロント対応にも満足した。リゾートホテルをまた選びたい。,1,高評価,ホテル,train
4846,Wi-Fiは魅力的だったが、チェックインのスムーズさがかなり残念で、全体としては満足できなかった。,0,低評価,ホテル,train
4847,一週間ほど試した。構成には改善してほしい部分があるが、迫力はかなり良く、全体としては気に入った。,1,高評価,映画,train
4848,一週間ほど試した。操作性は予想以上だったが、そのほかは通知機能が使いにくく不満が残った。,0,低評価,アプリ,train
4849,会計が想像より悪く、回転寿司には低評価を付けたい。,0,低評価,飲食店,train
4850,モニターは軽さで気になる点もあった。しかしサイズ感が良く、結果的には買って良かった。,1,高評価,EC商品,train
4851,タスク管理アプリは動作速度に良い点もあった。しかし読み込み速度に問題があり、結果的にはおすすめしにくい。,0,低評価,アプリ,test
4852,実際に使ってみると、バッテリー持ちに大きな不満はなく、水筒を選んで正解だった。,1,高評価,EC商品,validation
4853,提供の早さは予想以上だったが、そのほかは注文のしやすさが使いにくく不満が残った。,0,低評価,飲食店,train
4854,使い勝手に問題があり、さらに検索機能にも不満がある。チャットアプリはもう選ばない。,0,低評価,アプリ,test
4855,評判が良かったので試した。ビュッフェは香りで気になる点もあった。しかし提供の早さが良く、結果的には買って良かった。,1,高評価,飲食店,train
4856,歴史映画は構成に少し不満があったが、世界観は良く、総合的には高く評価している。,1,高評価,映画,train
4857,温泉旅館は値段以上の価値を感じた。特にスタッフの対応が素晴らしい。,1,高評価,ホテル,train
4858,バッテリー消費が残念だったので、読書アプリはもう利用したくない。,0,低評価,アプリ,train
4859,実際に使ってみると、宿泊施設は一見良さそうでアクセスも悪くない。それでも眺めがひどく、次は選ばない。,0,低評価,ホテル,train
4860,メニューの豊富さに問題があり、さらにボリュームにも不満がある。イタリアンはもう選ばない。,0,低評価,飲食店,train
4861,犯罪映画は高くないわけではないが、キャラクターを考えると納得できる。,1,高評価,映画,train
4862,リゾートホテルはアクセスに良い点もあった。しかし朝食に問題があり、結果的にはおすすめしにくい。,0,低評価,ホテル,train
4863,イタリアンは店内の清潔さも立地も非常に良かった。文句なしで高評価。,1,高評価,飲食店,train
4864,評判が良かったので試した。映像美は魅力的だったが、世界観がかなり残念で、全体としては満足できなかった。,0,低評価,映画,train
4865,ハンバーガー店は値段に見合わない。特に提供の早さに問題があった。,0,低評価,飲食店,validation
4866,椅子の耐久性は悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,EC商品,train
4867,館内設備は魅力的だったが、フロント対応がかなり残念で、全体としては満足できなかった。,0,低評価,ホテル,validation
4868,レビューを見て選んだが、会話がとても良かったので、ファンタジー映画をまた利用したい。,1,高評価,映画,train
4869,待ち時間に不満があり、うどん店を選んだのは失敗だった。,0,低評価,飲食店,train
4870,検索精度は少し悪かったものの、安定性が期待以上だったのでタスク管理アプリには高評価を付けたい。,1,高評価,アプリ,train
4871,スタッフの対応が残念だったので、和風旅館はもう利用したくない。,0,低評価,ホテル,train
4872,立地には満足したものの、店内の清潔さが期待外れだったのでファミレスには低評価を付けたい。,0,低評価,飲食店,train
4873,しばらく利用した結果、館内設備がとても良かったので、シティホテルをまた利用したい。,1,高評価,ホテル,validation
4874,今回初めて利用した。防音は魅力的だったが、スタッフの対応がかなり残念で、全体としては満足できなかった。,0,低評価,ホテル,train
4875,評判が良かったので試した。価格が想像より悪く、カフェには低評価を付けたい。,0,低評価,飲食店,train
4876,同期機能は魅力的だったが、入力のしやすさがかなり残念で、全体としては満足できなかった。,0,低評価,アプリ,train
4877,スポーツ映画は会話に少し不満があったが、テーマは良く、総合的には高く評価している。,1,高評価,映画,train
4878,しばらく利用した結果、伏線が全く使えないわけではないが、ドキュメンタリー映画を高く評価するほどではない。,0,低評価,映画,train
4879,宿泊施設は安くないのに、静かさがこの程度では納得できない。,0,低評価,ホテル,train
4880,ゲームアプリはログインは良かったが、操作性が悪く、総合的には不満が残った。,0,低評価,アプリ,train
4881,アニメ映画を使ってみたが、ストーリーが期待外れだった。,0,低評価,映画,train
4882,しばらく利用した結果、ビュッフェを使ってみたが、提供の早さが期待外れだった。,0,低評価,飲食店,train
4883,注文のしやすさが残念だったので、定食屋はもう利用したくない。,0,低評価,飲食店,train
4884,デザートが残念だったので、パン屋はもう利用したくない。,0,低評価,飲食店,train
4885,サイズ感に大きな不満はなく、水筒を選んで正解だった。,1,高評価,EC商品,train
4886,ビュッフェは期待以上。接客と香りのどちらも使いやすく、とても気に入った。,1,高評価,飲食店,train
4887,テーマが良くないというレビューもあったが、自分はコメディ映画に満足している。,1,高評価,映画,train
4888,期待して購入した。耐久性が想像より良く、電源タップには高評価を付けたい。,1,高評価,EC商品,train
4889,チェックアウトは予想以上だったが、そのほかは館内設備が使いにくく納得できなかった。,0,低評価,ホテル,train
4890,最初の印象では、アップデートには満足したものの、バッテリー消費が期待外れだったのでタスク管理アプリには低評価を付けたい。,0,低評価,アプリ,test
4891,演出が残念だったので、冒険映画はもう利用したくない。,0,低評価,映画,test
